Keyword,Source,Sentence
住宿生,comment,我也是我这暴脾气忍不了
住宿生,comment,与人和善没有错啊，但是一而再再而三欺负我我就不再忍了，主要现在很多家长比较极端，要么让孩子一味的忍让，要么就是一触即发，不管啥原因碰到他一下就得回击，导致孩子很暴躁很爱惹事
住宿生,comment,我就记得小时候我爸跟我说，“在学校咱可不能挨欺负，有人欺负你你就往死里打，人多的话你就逮住一个人打，打出事爸给你担着”不知道这种教育方式对不对，但确实给了我莫大的勇气，谁骂我我骂他，谁打我我打他然后再加上小时候学习还不错，老师也喜欢，感觉那些爱欺负人的从来不欺负我，我们井水不犯河水
住宿生,comment,我初中那会，有个男生逗我玩扯我头发，我警告了几次，他还是扯，我这辈子最讨厌别人扯我头发了，直接冲上去追着他踹，我有学过跆拳道所以心里面一点都不怕那些男生，反而他被我的举动吓到了，然后跟我道歉
住宿生,comment,我儿子小学也被欺负，后来我说你直接揍，揍完了老师骂你你让老师来找我，后面那打人的娃被我儿子揍的服服帖帖，她妈来找我了，我说来，你每天都站那里别动，让我每天都揍你几圈，踢你几脚，你别还手别还嘴，她说我凭什么让你打，我说那我儿子凭什么让你女儿打，打了他，你女儿就得被揍
住宿生,comment,你女儿不行，你上，逮住她直接打就是，打伤了该治治，该赔赔，要的是让你女儿看到你的决心，让对方知道你的态度
住宿生,comment,但是我性格很刚，我也从来不怕她们背后有什么人
住宿生,comment,对老师我很尊重，但是搞针对的没道理的我连老师都照样敢反抗我从小学我就敢和男生干架读书从来没人敢惹我
住宿生,comment,我妈都是教我别人打你，干回去就完了
住宿生,comment,孩子怕的不是对方，而是怕自己一直没有勇气反抗
住宿生,comment,其实我觉得父母还有兄弟姐妹不停告诉你，别害怕，有事告诉我，打的过就打，打不过就跑，回来告诉家里人去帮你
住宿生,comment,就不要让人觉得你什么都行，任何的不舒服，哪怕小事，都表达出来自己的情绪
住宿生,comment,让别人知道有脾气才是重要的
住宿生,comment,摇人，去学校门口拉横幅，在上面写xxx班的xxx同学欺负同班同学，把她的照片印上去，就闹就完了
住宿生,comment,孩子的安全感来源于家长，家长都闹不起来，孩子更不敢反抗了
住宿生,comment,我小时候谁都不敢霸凌我，原因是五年级时有一个男生故意来扯我内衣扣子，我转头就追到他然后把他按在墙上用碳素笔笔芯猛戳他的背，笔芯都被我戳弯了，然后我还指着他说，下次再拉我内衣我打爆你的狗头
住宿生,comment,再也没人敢欺负我
住宿生,comment,果然有实力的人走到哪都不用怕
住宿生,comment,我女儿是直接休学了，我跟她说打回去，出事我负责，她不敢，从小真的不要教太乖，要有锋芒
住宿生,comment,第一句：你怎么不睡觉啊
住宿生,comment,引导撕开伤疤，哪怕本来很开心，这样的提问，也会让人联想到不开心的事情，好撕开了伤疤，让人回忆痛苦，正式掉入她的圈套，确保可以达到她可以继续攻击的目的
住宿生,comment,不要太善良了，自私一点吧，对那些纯坏种来说，恶意只会转移，不会消失
住宿生,comment,那些伤害不是逃避或者其他人能帮我走出来的，只有我自己去击败，很可惜我当年没有意识到这一点
住宿生,comment,评论区说的让妹妹直接奋起反抗一次，她们骂一次就打一架的行为我甚至觉得是可取的
住宿生,comment,如果我当年也这样，从我打赢了，从我看到他们也会害怕的那一刻起，我一定不会觉得那些人是不可战胜的，是如影随形的，我只会觉得，他们都是小丑
住宿生,comment,因为看着爱我的他们那么崩溃，一下子老了几岁，所以我选择了忍让和坚强
住宿生,content,在一小块床上苏醒 不大的空间里挤着几个人 在这里吃饭睡觉生活 蹑手蹑脚下床 出门去到有更多人存在的教室上课 下课 运动 做作业 玩手机 身边总是有这样那样的人 有时候想接个电话 空旷无人的场地找不到 私密狭小的空间也难寻觅 有时候想好好抒发一下自己的情绪 大喊大叫一下或者放肆大哭 最后几乎都会因为找不到私人空间而被迫压抑自己 或者是躺在床上默默望着床顶流泪 需要花钱的地方或许有 比如去住酒店 去单人的自习室 但是这也算是一笔开销了 也不能够随时随地兜住我的情绪 大学什么时候才能做到单人单户呢 #破碎的大学生#寝室生活#大学生精神#现代大学生#宿舍生活#不卑不亢做最好的自己
住宿生,comment,现在实习，和同学一块住十二人寝，每次待在寝室感觉整个人都变了，被吵的心力交瘁，在床帘里咒骂所有人
住宿生,comment,我的天呢
住宿生,comment,太惨了宝宝 有能力就搬出去
住宿生,comment,天啊12个我六个都受不了了，下学期去租房
住宿生,comment,救命啊 我们八人寝还不通风 我现在在楼梯间
住宿生,comment,真的受不了了，我再忍4个星期
住宿生,comment,我靠我也差不多，我七月就暂时解脱了[棒R]
住宿生,comment,真的好难过
住宿生,comment,完全是这样的😭😭😭
住宿生,comment,感觉河北蚊子很少啊我宿舍没有蚊子
住宿生,comment,和舍友意见不和私人时间三分之一都在憋屈着凑合别人下了课还不能舒舒服服歇着，不是说不应该为了集体和谐妥协一部分，而是我本身就事多 所以我想独居想疯了
住宿生,comment,懂 每天都好像骂人 我什么时候才能独居
住宿生,comment,所以在本市上大学的幸福感极强
住宿生,title,怎么办啊 晚上一直抖床
住宿生,content,我和我的室友已经住了一年多了 平时一起上下学 班级也一直跟我坐 但是我发现最近他很反常 一摸我的手 跟我说话的时候眼神比较躲闪 最近他一直在床上一直抖 说很冷 发出很奇怪的声音问我能不能跟他睡一晚怎么办啊 -- 二编：我是男生啊 现在目前状况他抖床的频率就是很规律 而且都是后半夜的那种 都是晚上熟睡的时候 #想好好睡觉#不敢一个人睡觉#大学生求助帖#怎么办
住宿生,comment,你是男生还是女生啊 问你能不能跟他睡一晚也太诡异了吧 他冷为什么不多买床被子
住宿生,content,高中住宿生苦还是爱豆练习生苦😊#当代高中生现状#高中生心理状态#爱豆
住宿生,comment,我不行了
住宿生,comment,复读生住宿生还追练习生更苦[泪崩R]
住宿生,comment,泪目了
住宿生,comment,我不行了
住宿生,comment,这话说的当练习生是自愿的啊，觉得苦了大不了跑路或者摆烂等着被清退，高中住宿觉得苦了又不能退学
住宿生,comment,痛苦是无法比较的
住宿生,comment,我希望有练习生的身材和脸
住宿生,comment,至少爱豆手机没管理可以出去买东西
住宿生,comment,好歹练习生长得好看，我要是有那张脸上多少遍高中都不会觉得累，一照镜子就是幸福啊
住宿生,comment,真的照镜子的时候会被自己可爱到
住宿生,comment,练习生就算出道不了但是如果还算有颜值有实力还可以去当主播或舞蹈老师什么的 高中生嘛额受不了就突然没了
住宿生,comment,一样吧都差不多 为什么都在说高中住宿生难呀 练习生爱豆还看你火不火呢 不火还得倒赔钱 而且期间整容的钱要自己付不整还不行
住宿生,content,我好烫，可是在宿舍怎么办#脆弱大学生#寝室生活#当代大学生心态#当代寝室长#破碎的大学生#宿舍生活#大学生心理状态
住宿生,comment,主播，这里不知道咋回事，可能之前发消息的现在才突然跳出来，不能一一回复你们了[抽泣R]，真的非常谢谢你们关心主播的身体，主播已经看医生了，也已经好多了，感谢你们关心
住宿生,comment,我一直吃的一个药叫“散利痛”，我会在床上放几颗，要是头疼就吃一颗，发热就吃两颗，当年我阳了但是自己不知道，这个药硬生生给我压住了，本来烧到38了结果给我压回36度8，直到我请假也请了，一堆事做好了，我到医院我的体温才渐渐高起来而且难受有空可以备一点，很便宜的不贵，应急真的很有用，至少到第二天早上完全没问题，现在的话你吃了药，药没用的话尽量睡着，睡着前给导员舍友们发消息叫她们看到了立马想办法救你，睡着之后不会太难受
住宿生,comment,有小风扇吗在床上躺着空气不流通，加上被子什么的体感只会越来越热，可以拿小风扇不对着自己吹，对着被子什么的吹吹会好点我身体不太好平时准备的药很多，没有什么药之外的办法
住宿生,comment,主要还是你已经睡都睡不着了也没人照顾你，药吃了好几天没用就是不对症，如果有其他特效药倒是可以试试，你一直都是按照药盒上面的剂量吃的话，换药吃现在吃是没什么太大问题的，死马当活马医，但是如果没有那种药效很快的药就不用考虑吃药了
住宿生,comment,（我上面说的那个药20-30分钟你就不会头疼而且退热的，我自己吃的时候一般十几分钟就有效果了）好在现在天快亮了，到了宿舍门开的时间就下去找宿管，宿管醒的很早的，我们学校宿管四点半就起来开门了，你可以求助一下，宿管会教你接下来怎么做
住宿生,comment,一般吃药一天半没效果就可以去找医生了（不是中医药的话）现在的药效都很强，因为病毒一直更新药也越来越猛，一整天按照药盒上的剂量吃没有缓解就已经可以去医院了，有效果才继续吃药，我说的药是应急用的，不过一般我吃一颗，第二天醒来就满血复活了所以我觉得真的很厉害
住宿生,comment,是的特别是头疼发热，十几分钟就不疼了
住宿生,comment,这个有没有副作用阿 对偏头痛管用嘛
住宿生,comment,这个药真的很绝 我每次中暑头疼吃这个 过一会就好了
住宿生,comment,目前我没有，我也有点偏头痛，每次头疼都吃，成人是1-2颗，我一般一颗就起效果了，而且很快，二十分钟就不疼了
住宿生,comment,好滴谢谢
住宿生,comment,好吓人啊😦主播已经不相信这里的医疗技术了啊，记得当初急性肠胃炎，去医院打针把我打过敏了啊，给我转了好的医院，结果医生上来就说，不再派个ct就不给看啊
住宿生,comment,姐妹如果你的学校不是那种大学校就不要去医务室啦，直接去医院最好，问清楚什么原因，医生一般都会说，而且在医院你是患者，不用怕人家我生病都没去过我们学校的医务室，不是很靠谱
住宿生,comment,主播现在特别感动，世上还是好人多啊
住宿生,comment,不要担心，主播已经就医了
住宿生,comment,我的天看到你这个真的不知道说什么，大学里的人好神奇，好冷漠
住宿生,comment,没用，首先这个隔音棉尖尖要对着噪音源，其次隔音棉效果一般，甲醛重味道重
住宿生,comment,室敌每晚不开麦但大吼大叫摔东西打游戏，边打游戏边外放若智小网剧，我也想拿垃圾桶套她头上[完啦R]
住宿生,comment,不入耳的没用，硅胶的隔音太一般了我这边不够用
住宿生,comment,而且氧气不足
住宿生,comment,我都已经出去租房住了，我真不行了
住宿生,content,半夜腹痛，常年肠胃炎患者一坐起来细细感受——只怕是腹泻…还好不是 只是单纯的睡前水喝多了 人睡早了 报应来了 膀胱要炸了… 仔细感受五分钟 确认尿意是真实存在且无法忍耐的……思想斗争过后…好吧 再不去我就要死了
住宿生,content,我停住侧耳聆听舍友的动静，黑暗之中有谁翻了个身…等暗中的动静平息 才继续行动 接下来是蚊帐……我将手机桌面朝上打开 借着壁纸的微弱灯光 左手抻直拉链 以减少摩擦声 右手移动拉链头 试探性地缓慢下拉 太刺耳了……我明明只是拉个拉链而已 你为什么要发出铁锯锯木头的动静T T长痛不如短痛 我摸下去，确认滑轨上并无线头阻碍，一咬牙，右手迅速一拉到底
住宿生,content,我动也不敢动，在一切回归平静之后，我微微张嘴，才发现后槽牙咬得一阵酸软
住宿生,content,脚踏上冰冷的楼梯…一步 两步 三步…地面 把脚穿进拖鞋里 小心PVC和水的摩擦 小心舍友的鞋子 小心不要踢到垃圾桶 小心推开滑轨门 小心关上滑轨门 小心打开阳台灯……小时候的无聊练习让开关保持平衡的触感训练帮了我大忙，我可以几乎无声地打开开关
住宿生,content,不要欣喜若狂 不要快速转身然后把手肘撞上大门……眼泪疼出来了也不能叫一声…尽管那一声撞击像古人在衙门击鼓鸣冤那样响亮
住宿生,content,（这是我初中时哭出来的眼泪，淤青早已消散 终于蹲下 可以放松一会儿了
住宿生,content,这个时候我会焦虑想象，万一碰出点动静来 第二天舍友看妳的眼神完全不一样……她们不同妳争执
住宿生,content,只是妳就是感觉到压力，来自女性的校园欺凌是一种微妙的暴力
住宿生,content,审判者问：她们对妳做了什么 妳说：…我感觉她们不喜欢我
住宿生,content,说出来妳自己都不敢肯定
住宿生,comment,室内卫生间起夜是最痛苦的
住宿生,comment,以前没办法的时候都是用牙刷杯装水反复倒水冲下去(/ _ ; )
住宿生,comment,我们也是…………真得很崩溃
住宿生,comment,啊啊啊怀疑校友💔
住宿生,comment,我靠我懂还有那老旧的厕所门开关的声音
住宿生,comment,我现在好痛苦
住宿生,comment,这也太 那没办法了 如果别人嫌吵只是说那个盆接水了
住宿生,comment,我感觉起夜的时候慌得要死尤其我们那个宿舍长人你知道的...
住宿生,comment,谢谢宝宝…我就是性格有点内耗，，总是容易想太多……害怕发出声音引起矛盾也是小时候一场霸凌的导火索…所以我有些创伤后遗症啦…我会努力学习多多关注自己 而不在意别人对我的看法的
住宿生,comment,谢谢妳喔
住宿生,comment,是不是舍友们本来就不喜欢你 按理说起床上厕所不是人之常情吗 正常和你相处的朋友不会不理解这个的 只有不喜欢你的人才会对你的行为吹毛求疵 要你活得像没有存在感的假人娃娃
住宿生,comment,不不宝宝…没有啦 我现在这个宿舍的舍友人很好啦 没有出现矛盾什么的 是我以前在集体生活里闹出过一点不愉快 …所以我之后和人相处都有点小心翼翼的样子 只是通过起夜这件事儿联想起来了而已 谢谢宝宝的关心喔
住宿生,comment,我在宿舍起夜上厕所就是这样，小心翼翼的担心发出声音但是还是不可避免的发出声音比如说打开门按下门把手门就会发出吱嘎声，我也不想但是没办法就是会发出，然后把灯打开，灯的开关在外面，把灯的开关打开在开门光会露出来就会照到宿舍就会被室友知道就会影响到室友然后就是冲水声按下去就会有声音，但是也不能不冲水
住宿生,comment,这能怎么办
住宿生,comment,这写得太真实了
住宿生,comment,而且当我不小心发出噪声后听见其中一个室友的手机振动两声时我就会清楚是另一个室友被吵醒后愤怒的吐槽
住宿生,comment,抱抱宝宝🥺支持取消集体生活…集体生活真的是完全反人类的安排 真的不想惹出任何争端T T只想平安渡过怎么那么难…
住宿生,comment,哦买嘎太痛苦了，我不上厕所睡不着，还容易失眠然后老悄咪咪下床，小心翼翼真的要窒息了
住宿生,comment,宝宝 太懂你了早起人是这样的
住宿生,comment,我目前就在蹲厕所看到这个帖子，我在想我等会怎么冲厕所啊
住宿生,comment,哈哈哈哈哈可怕的大数据
住宿生,content,我本来不想要小桌子了的，因为买来一年也没用过几次，最近在买收纳，因为上铺床板固定动不了，一般挂的置物架用不了，所以一直没看好，又担心不牢固质量不过关，半夜掉下来砸到我了，直到我看见我这边绳子多的是，这种扎绳也多的是，简直完美，#我的收纳分享#大一新生好物#收纳妙招
住宿生,comment,抱箍，农村往电线杆上绑监控就用这个
住宿生,comment,矮个子不会，我只有155，室友说我的床像个仓库居然能睡下一个人
住宿生,content,舍友早起声音太大怎么办
住宿生,content,还说找辅导员，气得我心脏疼，那口气完全咽不下 我没办法了，我本身很窝囊又不会骂人
住宿生,content,已经和辅导员沟通过，显然没什么用，只是说会找那两个同学调解一下 对于评论说换宿舍，我有想，但是我这边床位可能没有，也不知道有没有 #让人窒息的瞬间#大学宿舍关系#室友#矛盾#舍友#大学生#无理取闹的人#早起#当代大学生心态#宿舍生活
住宿生,comment,就是不喜欢你找茬呢这种语气也不是好好商量的语气赶紧换宿舍吧
住宿生,comment,这个问题实在是无解[呃R]我有一个舍友特别厉害，早起一点声音都没有，特别静悄悄的，我早起的时候也小心翼翼的，也做不到像她那样静音
住宿生,comment,还好我们寝室早八起得都差不多
住宿生,comment,太羡慕她们了，我也是一有声音就睡不着，每天戴耳机听助眠，疯狂PUA自己，是自己太敏感了，对舍友保持感恩的心
住宿生,comment,这样她们发出声音我就不是特别讨厌了[完啦R]
住宿生,comment,之前我都好好跟这个室友说，但是她一直这样不改昨天我就直接这样发了，虽然她没看见哈我后面也睡着了，不要PUA自己让自己受气不开心呀
住宿生,comment,呜呜呜我妈之前这样和我说，我可生气了，现在长大了逐渐理解她了，其实是没招了
住宿生,comment,确实我宿舍有一个人就可以跟鬼一样一点声音都没用出门 而我 真的做不到 我还怀疑是体重的问题 我还专门减肥 但是还是不行 这真的没办法和人家一样静悄悄出门
住宿生,comment,呜呜宝宝我本来就听力不太好，我不能老是带耳塞对听力更不好了
住宿生,comment,对，戴久了头还很胀
住宿生,comment,这种公共宿舍，我觉得没办法避免，大家作息都不一样，只能说，只要不是故意大声或者只要是正常时间洗漱那就算被吵到了我也只能自己忍耐一下了
住宿生,comment,我没早八，今早他们弄那个袋子，袋子响持续了20多分钟，我又没勇气说
住宿生,comment,既然怎么样都会被骂，那就意味着什么都可以干
住宿生,comment,这样的话可能会被大家讨厌，现在是两个，后面就会是另外三个了
住宿生,comment,我大学都算很小的学校了，系楼跟我宿舍就隔了两三栋楼而已，要吃早饭打水，下楼丢垃圾，走过去挺合理的这个时间
住宿生,comment,他们喜欢挤一块
住宿生,comment,正好我也想问一下，7.20集合，我平常6:20左右起，他们6:40，之前他们说我闹钟响好，我关掉了，然后昨天又说我的窗帘拉链小点声，我知道我起的早，我该怎么办
住宿生,comment,因为正常只是会提出，不会到骂吧
住宿生,comment,你六点四十起可能导员会说你两句，七点四点起导员看到肯定骂她们的
住宿生,comment,就是不喜欢你
住宿生,comment,如果让别人发出声响是第一次说的话，就不应该是这种语气了
住宿生,content,好奇嘟嘟初中和高中也是住宿吗?我觉得住宿好痛苦，好痛苦，好好奇如果嘟嘟住宿的日常生活是什么样子#陈都灵#住宿#雾妄言#楚朝#白幼薇
住宿生,comment,哈哈哈哈好可爱啊
住宿生,comment,好没隐私，当红人真累
住宿生,comment,我比较好奇嘟嘟也会因为小游戏崩溃吗比如说那个傻叉自行车和踢球
住宿生,comment,奇迹暖暖有电脑页面版的，怎么不能玩啊
住宿生,comment,我去羡慕了
住宿生,comment,羡慕了啊啊啊啊啊啊
住宿生,content,使用体验：最早用2号但涨耳，改用6号，但耳朵孔会逐渐被耳塞撑大，再买了4号也差点意思，最后又换回2号
住宿生,comment,我也想问，真是崩溃了
住宿生,comment,特别吵的呼噜声，这个办法也能隔绝十之七八，剩下那点声音，心平气和地躺一会也可以睡着
住宿生,comment,呼噜声耳塞就够了，不是那种震动或者刺耳的
住宿生,comment,耳塞对呼噜没用
住宿生,comment,谢谢博主
住宿生,comment,没用过哦
住宿生,comment,124都同款了，最痛苦时期我甚至是安耳悠+索尼
住宿生,comment,有做飞机戴过吗 我是受不了飞机的声音每次坐耳朵疼
住宿生,title,宿舍降噪实测（放弃用耳健康版）
住宿生,comment,但是我现在高一就这么胖了，我怕高三就变得特别特别胖了
住宿生,comment,吃饭吃7分饱，零食少吃，因为胖的原因不一定是吃东西，也有可能是压力胖，我读完高中自动瘦了十斤，我连节食运动都没有
住宿生,comment,好的，那我现在尽量把零食奶茶什么的都戒掉，放假就运动，尽量不让自己变胖，三餐正常吃应，谢谢建议
住宿生,comment,压力肥 我像你那个时候也这样 高中3年胖了40斤
住宿生,comment,好的，谢谢啦
住宿生,comment,好的，我现在每天早上都有吃鸡蛋，然后午饭是正常吃的米饭减半，到时候买点鸡胸肉应该够，谢谢
住宿生,comment,好的，谢谢提醒啦
住宿生,comment,主要是我一直会身材焦虑，觉得自己太胖了，我觉得我一直这样也是没办法专心的
住宿生,comment,身材焦虑一直都会有的 问题是焦虑本身 你要学会的是接受你自己 而不是在高中这么重要的时期去减肥 要养成良好的减肥习惯也该是在初升高的暑假 你总得找个空闲的时间去干这么难的事吧 哪怕是放寒暑假 周末休息的时候 休息的时候养成了习惯 上学的时候只要轻松的保持就可以了
住宿生,comment,好的，谢谢啦，我会慢慢尝试的
走读生,content,走读生相较于寄宿生而言，拥有更多的家庭关爱和自由时间，但同时也需要家长和学校共同配合，确保学生的安全和学业发展
走读生,comment,不止很多[福气加马]
走读生,comment,有时候真的很羡慕这种 上学无忧无虑 根本不用担心作业和学业
走读生,comment,特别开心
走读生,comment,同问啊我用电话圈扎每次都散然后崩溃
走读生,comment,一放学就看到vlog的救赎感[泪崩R]
走读生,comment,我作业没写完[泪崩R]
走读生,comment,我没写完[泪崩R]
走读生,comment,救命我们学校校服就是短裤🆘
走读生,comment,生日快乐
走读生,comment,瑞士卷很难不爱[完啦R][完啦R]
走读生,title,㋃｜𝟎𝟕走读🏫女高中生的幸福感书桌📓🎒
走读生,comment,好的谢谢宝宝
走读生,comment,哇塞可以
走读生,comment,我们班的男生总喜欢课间打闹，我要是敢这样子放高低，给我摔个破碎
走读生,comment,我喜欢靠窗的位置
走读生,comment,我也超喜欢可以睡个觉发个呆
走读生,comment,分地方吧 一般来讲是重高管的松些 越差的高中管的越严
走读生,comment,三人桌怎么收纳啊 我坐中间
走读生,comment,老天我服了，我们初三了换楼了，结果是个蓝色桌椅我真的太丑了，还不如之前的灰色桌椅，而且还特别难坐，脚都放不下
走读生,comment,我们老师媚男，我不敢放
走读生,comment,羡慕你们中国我们马来西亚桌子都不能放东西的
走读生,comment,主要是因为书太多了抽屉放不下
走读生,comment,都绝望了
走读生,comment,但毕竟太晚了
走读生,comment,带饭的都是义父，小美不和你谈恋爱，让全校去做思想工作
走读生,comment,哈哈哈哈哈哈哈哈哈哈哈张老斯太好耍了嘛
走读生,comment,太油麦了嘛
走读生,content,本人也很宅不爱出门 平时也都是跟妈妈出去玩，看电影吃饭也都是妈妈请客 真的太爽了
走读生,comment,问问老大，这样对小组作业什么的有影响吗[抽泣R]我现在高三生，以后大学不想住宿想在外面租房一个人住
走读生,comment,小组作业我们是一人负责一科作业，只要不要拖到要交才做就行，我个人都是喜欢提前做完
走读生,comment,没啥影响 自己也能做 或者找其他一个人的一起
走读生,comment,其实完全不会，只要组过一次队，别什么都不管，负责一点，会有很多人下次组队邀请你的，大家都很怕不干活的人
走读生,comment,搭子们都走读，这也太太幸福了
走读生,comment,很爽了 我本科也是本地的 但是我是另一个区 我一般周末回家（宿舍离学校大门太远了 单边20min）属实懒得走
走读生,comment,我是宿舍楼太高了，懒得爬 上学期和这学期一共就住过3次
走读生,comment,哇塞好幸福
走读生,comment,简直太幸福了
走读生,comment,只有上了大学才懂这个含金量当时报志愿硬是把自己报到一千七百公里外了，现在老实了，不过还好熬到大三下了（但是可恶的是我五年还有两年），考研我要考回家那面去
走读生,comment,羡慕[抽泣R]
走读生,comment,但是回家睡觉很快乐
走读生,comment,找不到教室……小组作业没人……除此没有缺点了
走读生,comment,可是我不竞选不评，就只想安静顺利的过完，这个对我来说不是烦恼了
走读生,comment,没事的完全可以一个人做的
走读生,comment,嗯嗯，我会试着跟老师说自己一个人弄的
走读生,comment,大一开始走读，正在焦虑人际关系怎么办 别人一个宿舍可以聊天社交 我每天在出租屋里发霉
走读生,comment,住宿人际关系只会更差
走读生,comment,最关键的人际关系，其实只要有一个特别玩的好的朋友，然后再根据她们去结识她们宿舍的也可以（但最好不要越过好朋友去跟舍友交流吧，因为我现在就是她们带着我组小组真的非常感谢她们
走读生,comment,其次如果上下午都有课，中午来回比较麻烦，我都是找一个饭店然后待到上课
走读生,comment,晚上有课怎么办，回家不安全[泪崩R][泪崩R][泪崩R]
走读生,comment,1.没人叫早起容易旷课
走读生,comment,我是大一新生在宿舍根本睡不好但是室友人都不错 最担心的就是融入集体生活的问题
走读生,comment,坏处是实在太幸福了不想去学校了
走读生,comment,我大一就开始走读，尤其别人要回那个小破宿舍，而我要回家的时候，别提我有多幸福了，简直爽的要命
走读生,content,我是一名高中走读生 家里管手机管的严每周日晚上都要把手机给爸妈 最近买了模型机打算把模型机交给父母 真机自己保留 没想到被父母发现了 周五下午回家的时候照常来说我应该是直接从柜子里拿手机的 因为他们平常都放这里 但现在真机在我手上我就不需要问他门手机放哪里了 结果父母把我模型机藏起来了没有把模型机放柜子里 我还不知情 等他回家后看到我拿到手机问我哪来的 我说你不是平常放柜子里吗我从那里拿的 他就说是吗我放柜子里了吗 我就说是 后面我去柜子里找了半天都没找到我要怎么办啊啊啊啊啊急急急
走读生,comment,okok谢谢宝宝
走读生,title,住校崩溃
走读生,content,Q：高中住宿家长觉得走读代价太大，但是住校每晚都哭，如何调理#高中#上学#返校#高中生心理状态
走读生,comment,谢谢宝宝们的建议，现在已经在办理走读的手续啦周一正式开始我的走读生活喽
走读生,comment,妈妈真的很爱你
走读生,comment,兄弟们我才住了五天我就已经不行了，能走读就走读，住宿真不是一个正常人呢能承受的
走读生,comment,因为不爱说话，所以基本上没有人跟我玩，也不算是不爱说话吧，他们坐得近，已经组成小团体了，我在宿舍我也努力的跟他们搭话，也是爱搭不理的
走读生,comment,我天啊我也是这样的感觉住两年我会抑郁
走读生,comment,嗯嗯真的是感觉住两年会崩溃
走读生,comment,太扎心了
走读生,comment,我住一个星期都感觉自己要抑郁了而且感觉没有时间上厕所，我是体质很好的人，现在都得肠胃炎了，而且有点大小便失禁
走读生,comment,我真不行了每天情绪一个人消化
走读生,comment,我真的哭了 我不想住宿
走读生,comment,那真的很好啊，但是是我感觉世上真的没有太多开明的父母，就算有也不会落在我身上，我父母就算到死也不会接我回家ヽ(￣д￣;)ノ之前我说我压力大，想请假回家，我爸也只是说压力大好啊，压力大学习才会进步，我都上职高了，我还进步个啥呀，现在每天都很焦虑，特别是在开学上学的时候
走读生,comment,我爸爸也不开明，但是他俩离婚了，所以我现在就很开心因为我妈咪还是挺开明滴
走读生,comment,遇到这样的父母，真的很好啊，真的很幸运，我真的羡慕啦，我的父母两个人都不开明，只能说是小部分时间开明，大部分时间都是那种封建的，我想找时间再和他们聊聊，但是他们就是坚决不同意，就是把话说死了，就说走读是不可能的，但是他们上一秒还在说班主任已经换我走不走读，还得看老师的，但是下一秒他们就说，走读是坚决不可能的，我真的要哭死了
走读生,comment,上完一天课累的要死，走读想的是马上就可以回家了，奖励自己吃点好的，内宿熄灯你就要在床上了，根本没时间吃什么，搞的跟特种兵一样，内务也是奇葩，这不能放那不能摆，床上只能放被子枕头，晾衣服的，这根要晾大的，那跟小的
走读生,comment,呜呜宝宝我也是，通勤来回一个小时，租房子的话离父母上班的地方远我这个学期已经报了住宿，我们11月还可以再修改，先住两个月看看吧
走读生,comment,我俩情况太像了只能先住看看喽
走读生,comment,已经哭一周了早上还在吵
走读生,comment,我也想藏但是不敢
走读生,comment,就是因为学校和自己家如果开车去要半个小时，家长来回就是一个小时会很累并且在路上也可能会遇到危险也费油，然后如果租房子家长还是要跑来回（因为要上班）还要再加上租房子的钱
走读生,comment,我儿子不肯住宿闹着要走读，你们说该怎么办，帮我出出主意
走读生,comment,说真的问问孩子原因，住宿真的痛苦
走读生,comment,租房还家长要陪，女生的话家长真的不放心，都是很大一笔花销和精力，完全理解他们真的很累还要忙工作，就是只能供到你这种程度，剩下自己努力，能考上什么看自己的造化，我觉得后面想开了就好了，准备一些助眠的东西，学会睡觉真的很重要，宿舍问题及时和舍友沟通
走读生,comment,ok本来我觉得我已经调理好了结果返校路上又崩溃哭了但还是得上
走读生,comment,高三了我都不适应，开学一个星期一直哭，真的想回家，爸妈也是不同意
走读生,comment,会很爽很幸福
走读生,comment,真的很幸福
走读生,comment,七月开始租房的 感觉幸福感直接翻了不止一倍
走读生,comment,好羡慕 问问房租多少呀
走读生,comment,我们最近的房子离我学校的打车钱 和我学校顺风车到我家（隔壁城市）的钱一样 所以我干脆不租房了直接回家
走读生,comment,580，不算电费，算了平均一个月八百多吧，我们比较爱开空调
走读生,comment,天呢好划算 俺在江苏这边 不算老也不算好的房子都得1000+
走读生,comment,那也感觉好好我是经济条件不允许就没法租房羡慕了
走读生,comment,我是学校比较偏 旁边刚好有城中村环境只能说不好也不差吧 然后我们自己布置了一下就好多啦
走读生,comment,羡慕，查寝和晚自习（空课）我在的学校全有
走读生,comment,市属院校吗羡慕
走读生,comment,我们学校天天查寝 我也很担心这个
走读生,comment,放心根本没人管我大一开学就住了几天就走读了（没跟学校说那种），后来开学一个月后我把我床位给了班里另一个哥们，他从其他楼的宿舍搬我床位来了，就这么住了一年两边宿舍都一直没人管 最后大一结束的时候，我俩找宿管和辅导员办了个手续，我办退宿，他办换宿舍，从此我名正言顺的走读，他也名正言顺的搬到我原来床位了
走读生,comment,后果就是多花了交通费但幸福指数upup
走读生,comment,我就是回家喜欢自己待着，和她们关系就很一般
走读生,comment,有买了差不多的同款海带，可惜只看到了这个黑色的，没找到红色的
走读生,comment,牙牙，你到底是有多有钱[抽泣R]学生党羡慕了[抽泣R]
走读生,comment,想到张勇一个人在屋头拍这些就想笑
走读生,comment,他屋头的人，天天看他在屋里板这些，看久了怕是脑壳青痛哦
走读生,comment,他太抽象了说不准
走读生,comment,酱紫，懂啦，谢谢啊
